,Title,Publication type,Link to publication,Abstract,Zotero link,Date published,FirstName2,Publisher,Journal,Date added,Col key
1017,Regulating the Internet in Times of Mass Surveillance: A Universal Global Space with Universal Human Rights?,Book chapter,https://www.taylorfrancis.com/chapters/edit/10.4324/9781003205463-12/regulating-internet-times-mass-surveillance-universal-global-space-universal-human-rights-alvina-hoffmann,"Intelligence agencies’ intrusive data collection practices rely on the citizen/foreigner distinction. Citizens of a state can claim the right to privacy within their own state territory, but not foreigners or citizens abroad. However, there have been various initiatives at the international, regional, and national levels to unsettle this distinction and to enact boundaries to intelligence agencies, codifying the Internet user as an international legal subject. This chapter introduces socio-legal approaches to the study of intelligence by focusing on the Internet through a human rights lens. What is at stake for state territoriality and intelligence agencies’ legitimation of their activities when Internet users claim human rights universally? The chapter focuses on the role of national legislations and aspirational declarations on the Internet as ways to reimagine the Internet as a space of freedom and universal human rights that is not colonised by intelligence agencies’ intrusion. It reviews three different national approaches towards the Internet and their international ramifications through the examples of the United States, Brazil, and Italy. What kind of alliances are made possible through legal regulations on the Internet imposing boundaries on intelligence agencies?",https://www.zotero.org/groups/intelligence_bibliography/items/2T6JBBMW,2022,Alvina Hoffmann,Routledge,,2024-01-18T10:45:20Z,"['DVEM4H4W', '28B8SB3Y']"
1018,The Techno-Legal Boundaries of Intelligence: NSA and FRA's Collaborations in Transatlantic Mass Surveillance,Book chapter,https://www.taylorfrancis.com/chapters/edit/10.4324/9781003205463-10/techno-legal-boundaries-intelligence-nsa-fra-collaborations-transatlantic-mass-surveillance-sebastian-larsson,"This chapter investigates how the shifting role of the Swedish signals intelligence agency FRA has impacted transatlantic signals intelligence cooperation in recent decades. Specifically, by drawing on legal texts and relevant parts of the Snowden files, it shows how FRA have greatly expanded their secret data collection capacities as well as intensified their intelligence exchanges with the USA to the extent that the National Security Agency (NSA) considers Sweden one of its ‘most valued foreign partners' today. A country where public trust in security authorities is generally high, Sweden's involvement in transnational mass surveillance and counter-terrorism practices has been left unscrutinised and partly unregulated for many years. This chapter shows, however, that in NSA-led covert and intrusive hacking projects such as ‘Quantum' and ‘Winterlight', FRA played a far more crucial role than United State's ‘usual' Five Eyes partners such as the United Kingdom when it came to technologically enabling and facilitating these operations.",https://www.zotero.org/groups/intelligence_bibliography/items/LEYDDQVR,2022,Sebastian Larsson,Routledge,,2024-01-18T10:44:34Z,['28B8SB3Y']
1019,"Transversal Practices of Everyday Intelligence Work in New Zealand: Transnationalism, Commercialism, Diplomacy",Book chapter,https://www.taylorfrancis.com/chapters/edit/10.4324/9781003205463-9/transversal-practices-everyday-intelligence-work-new-zealand-transnationalism-commercialism-diplomacy-damien-rogers,"Scholarship concerned with New Zealand's intelligence community remains somewhat modest and under-theorised while most critical treatments of contemporary intelligence work neglect New Zealand as an empirical site of investigation. Seeking to help remedy both shortcomings, this chapter aims at the politico-social character of New Zealand's intelligence community and the routine interactions among New Zealand intelligence professionals and their foreign counterparts that tend to promote bureaucratic amity ahead of New Zealand's national interest. It interrogates the intelligence community's recently formed partnerships with commercial enterprises operating within New Zealand's economy, including private security companies, telecommunications providers, and so-called firms of national significance, which drastically increase intelligence actors’ ability to surveil the daily lives of New Zealanders to an unprecedented, and quite possibly unwarranted, degree. Progressed under the auspices of cybersecurity, but lent urgency as potential counter-terrorism measures, these everyday practices of intelligence work occur in the shadows of more public, though episodic, debate over the meaning of ‘national security’. By focusing on the transnational, commercial and digital aspects of intelligence work, this chapter challenges received wisdom on the purposes and effects of New Zealand's intelligence community.",https://www.zotero.org/groups/intelligence_bibliography/items/VE9C6MVU,2022,Damien Rogers,Routledge,,2024-01-18T10:40:54Z,['AZ3BZ9BR']
1020,Manufacturing Intelligence: Police and Intelligence Services in Germany,Book chapter,https://www.taylorfrancis.com/chapters/edit/10.4324/9781003205463-8/manufacturing-intelligence-police-intelligence-services-germany-jean-paul-hanon,"This chapter explores how German police and intelligence agencies trace, collect, analyse, and disseminate processed information on extending territories and moving populations, and how various ‘intelligence platforms’ are designed and deployed by local, regional, and federal police agencies. Does the whole process improve intelligence sharing among police forces or does it allow increased autonomy? What level of access, legal or unsaid, do intelligence services have to police intelligence? How do the different intelligence platforms, acting as a comprehensive networking structure, interlink the European information systems? This chapter investigates how intrusive surveillance through computerised devices has not only transformed the way intelligence is operating but also changed the traditional rules of cooperation within police agencies and between the police and intelligence services. The chapter aims to provide a better understanding of the ‘manufacture of intelligence’ by examining in detail the tools, habits, and practices of police forces and intelligence services in Germany. From this empirical study, one idea emerges that, far from strengthening cooperation, the intelligence process is rather conducive to increased autonomy which in turn provides bargaining leeway when it comes to cooperate with other forces, administrations, or the government.",https://www.zotero.org/groups/intelligence_bibliography/items/NRDANSZI,2022,Jean-Paul Hanon,Routledge,,2024-01-18T10:40:07Z,['AZ3BZ9BR']
1021,Prison Intelligence in France: An Empirical Investigation of the Emergence of Counter-radicalisation Professionals,Book chapter,https://www.taylorfrancis.com/chapters/edit/10.4324/9781003205463-7/prison-intelligence-france-empirical-investigation-emergence-counter-radicalisation-professionals-david-scheer,"This chapter studies the development of prison intelligence services in France. Based on several months of ethnographic observations, it investigates the practices of detecting and evaluating ‘radicalisation’ in French prisons. In prisons, units have been created to group together ‘Islamist terrorist’ detainees for assessment by a series of professionals for four-month periods to decide on their future prison management and their prison assignments. These units represent a new form of prison intelligence services. Prison intelligence services are very powerful and have a significant weight in the selection, assignment, and orientation of so-called ‘radicalised prisoners’. This begs the question whether the central objective of the prison is to neutralise, evaluate, or de-radicalise, or to provide information to intelligence services. Prisons, it seems, have become sites for professional participation in a mission of public utility: the prevention of violent acts and terrorist projects through the collection of information held and shared within a dissident group in detention. Indeed, the prison guards’ participation in intelligence objectives is regularly presented and praised as a ‘war effort’ by the staff. This chapter analyses the implications of prison intelligence on the prison decision-making process, given their strong presence and influence on practices.",https://www.zotero.org/groups/intelligence_bibliography/items/655FI4RV,2022,David Scheer,Routledge,,2024-01-18T10:39:23Z,['AZ3BZ9BR']
1022,Introduction: What's the Problem with Intelligence Studies? Outlining a New Research Agenda on Contemporary Intelligence,Book chapter,https://www.taylorfrancis.com/chapters/edit/10.4324/9781003205463-2/introduction-problem-intelligence-studies-outlining-new-research-agenda-contemporary-intelligence-hager-ben-jaffel-sebastian-larsson,"Who and what make up ‘intelligence’ today? What are its contemporary practical, human, and everyday dimensions? This introduction presents the book's aims and the analytical approach which will guide its chapter contributions towards answering these questions. First, through a series of examples, it is shown how intelligence practice has undergone several social, political, and technical transformations in recent years. No longer is intelligence mainly about espionage and state secrets. Today, it has multiplied and diversified to involve everything from digital mass surveillance to everyday policing and counter-terrorism operations. Second, the chapter argues that in order to study the transversal characteristics of modern intelligence, our analytical strategy needs to be similarly transdisciplinary. It shows how several key insights have been generated in fields such as criminology, critical security studies, political sociology, and surveillance studies, while insisting that these different investigations need to be better connected and engaged in cross-disciplinary dialogue. Finally, the chapter critiques how conventional Intelligence Studies (IS) have tended to define intelligence as a state-centric and functionalist phenomenon and argues that this leaves IS insufficiently geared towards studying the social, practical, and everyday dimensions of contemporary intelligence.",https://www.zotero.org/groups/intelligence_bibliography/items/GGSZGE6R,2022,"Hager Ben Jaffel, Sebastian Larsson",Routledge,,2024-01-18T10:32:09Z,['HCN8YFI8']
1023,Towards a Reflexive Study of Intelligence Accountability,Book chapter,https://www.taylorfrancis.com/chapters/edit/10.4324/9781003205463-3/towards-reflexive-study-intelligence-accountability-bernardino-leon-reyes,"This chapter continues and expands on the mapping of Intelligence Studies literature initiated in the introduction chapter. Here, however, the focus lies on the way in which debates around the idea of oversight and accountability have been developed in Intelligence Studies, particularly in its central journals Intelligence and National Security and International Journal of Intelligence and CounterIntelligence. First, the chapter surveys the debates present in the literature and proposes three ideal-typical controversies (the allegiance of oversight bodies, the jurisdiction of oversight, and the progress made in the past decades) and four agreements (access under secrecy, embracing the raison d’état, the diffusion of responsibility, and the need of neutrality). Second, drawing on Pierre Bourdieu's reflexivity, the chapter proposes both a way of analysing the position-takings by these authors and a way of going forward from these positions.",https://www.zotero.org/groups/intelligence_bibliography/items/CFM7Z2M9,2022,Bernardino Leon-Reyes,Routledge,,2024-01-18T10:31:28Z,['DVEM4H4W']
1024,Problematising Intelligence Studies: Towards A New Research Agenda,Book,https://www.routledge.com/Problematising-Intelligence-Studies-Towards-A-New-Research-Agenda/Ben-Jaffel-Larsson/p/book/9781032071213,"This book offers a new research agenda for intelligence studies in contemporary times.

In contrast to Intelligence Studies (IS), whose aim has largely been to improve the performance of national security services and assist in policy making, this book takes the investigation of the new professionals and everyday practices of intelligence as the immediate point of departure. Starting from the observation that intelligence today is increasingly about counter-terrorism, crime control, surveillance, and other security-related issues, this book adopts a transdisciplinary approach for studying the shifting logics of intelligence, how it has come to involve an expanding number of empirical sites, such as the police, local community, prison and the Internet, as well as a corresponding multiplicity of new actors in these domains. Shifting the focus away from traditional spies and Anglo-American intelligence services, this book addresses the transformations of contemporary intelligence through empirically detailed and theoretically innovative analyses, making a key contribution to existing scholarship.

This book will be of much interest to students of intelligence studies, critical security studies, foreign policy, and International Relations.",https://www.zotero.org/groups/intelligence_bibliography/items/Z5ECHZIK,2022-06-15,"Hager Ben Jaffel, Sebastian Larsson",Routledge,,2024-01-18T10:29:05Z,['HCN8YFI8']
1025,Closely Guarded: A Life in Canadian Security and Intelligence,Book,https://utorontopress.com/9780802084552/closely-guarded,"Closely Guarded is written by a man who was privy to some of the most closely guarded state secrets in Canada. From 1942 to 1973, John Starnes was engaged in such areas as communications intelligence and, during his tenure as the first civilian director-general of the RCMP Security Service, in counter-espionage and counter-subversion. His recollection of these confidential activities and the part he played in them is supported by a wealth of formerly classified official documentation recently released under the Access to Information Act.

This is a highly personal narrative, brought vividly to life with excerpts from the letters that Starnes wrote home from London during the Second World War, when he moved in intelligence circles and met many prominent diplomats and policy-makers. His story recalls several of the key political moments of this century, including the creation of the United Nations, the glory days of External Affairs, the Six Day War between Israel and Egypt, and the October Crisis in 1970.

Starnes's memoir offers a fascinating look at Canada's security and intelligence work from the point of view of an official deeply involved in many covert government activities. It provides an insider's perspective on both the little-known world of the Canadian intelligence community and the international security and intelligence network in which Canada has participated. Written by the author of five spy novels, it will interest those who follow the history of Canada's undercover operations.",https://www.zotero.org/groups/intelligence_bibliography/items/H75A2KSL,1998-01-01,John Starnes,University of Toronto Press,,2024-01-18T10:17:01Z,['AZ3BZ9BR']
1026,Canadian Military Intelligence in Afghanistan,Journal article,https://doi.org/10.1080/08850607.2012.652533,,https://www.zotero.org/groups/intelligence_bibliography/items/DNU8MRGH,2012-09-01,David A. Charters,,Intl Journal of Intelligence and Counterintelligence,2024-01-18T10:12:48Z,['AZ3BZ9BR']
1027,The Canadian Security Intelligence Service under stress,Journal article,https://onlinelibrary.wiley.com/doi/abs/10.1111/j.1754-7121.1988.tb01318.x,"Abstract: In 1984 the Canadian Security Intelligence Service (CSIS) replaced the Security Service of the Royal Canadian Mounted Police. This article assesses whether or not the new service is likely to be more effective than its predecessor and yet engender fewer fears that it might itself undermine what it seeks to defend. After briefly discussing the problems and events that led to the creation of the new service the article analyses the structural and legal changes that have taken place. The new instruments by which the CSIS is held accountable, such as the ofice of the Inspector General and the Security Intelligence Review Committee, are then examined followed by an analysis of the changes in the political ethos both within and without the CSIS. The article concludes by arguing that the new agency is likely to be both a more effective intelligence agency and a more responsible and responsive one. Sommaire: En 1984, le Service canadien de renseignements d'intelligence (SCRI) a remplacé le Service de sécurité de la Gendarmerie royale du Canada. Dans cet article, on examine la probabilité que le nouveau service soit plus eficace que son précurseur tout en réduisant les inquiétudes de ceux qui craignent qu'il ne détruise précisément ce qu'il est censé défendre. Après un bref exposé des problèmes et des événements qui ont amené l'établissement du nouveau senice, l'article analyse l'évolution structurelle et juridique qui a eu lieu. De nouveaux instruments qui assurent l'imputabilité du SCRI, comme le bureau de l'Inspecteur général et le Comité de surveillance des activités de renseignements de sécurité font alors l'objet d'examen; suit une analyse de l'évolution de la pensée politique à l'interieur comme à l'extérieur du SCRI. En conclusion, on y affirme que le nouvel organisme sera probablement une agence de renseignements plus efficace ainsi que plus responsable et plus susceptible de contrôle.",https://www.zotero.org/groups/intelligence_bibliography/items/H26BT24C,1988,Geoffrey R. Weller,,Canadian Public Administration,2024-01-18T10:08:04Z,['AZ3BZ9BR']
1028,Is Canadian intelligence being re‐invented?,Journal article,https://doi.org/10.1080/11926422.1999.9673174,"Canada seems bent on entering the twenty‐first century without a fundamental analysis of its intelligence capacity or its future needs. Farson states that the post‐cold war environment requires intelligence to be reinvented. This paper is intended to invigorate a public debate on the issue. The intelligence needs that Canada will have as a twenty‐first century, multi‐ethnic democracy and as a global trading nation with international interests and obligations are discussed. What Canada's intelligence community must have to meet these needs are then presented. Farson particularly emphasises the importance of the analytical process and the relationship between a government‐run intelligence community and the private sector and academe.",https://www.zotero.org/groups/intelligence_bibliography/items/9TXC9XVS,1999-01-01,Stuart Farson,,Canadian Foreign Policy Journal,2024-01-18T10:07:39Z,['AZ3BZ9BR']
1029,Does Canada need a foreign intelligence service?,Journal article,https://doi.org/10.1080/11926422.1993.9673015,"The end of the Cold War and the rise of global economic rivalry has led to a redefinition of what constitutes “national security.” While the territorial integrity of the state will continue to be important, the threat of economic espionage and the changing nature of alliances may mean that Canada can no longer rely on its traditional intelligence partners. As a means of adapting to this changing environment some observers have called for the establishment of a foreign intelligence service for Canada. This article examines the arguments in favour of and against such a proposition, concluding that rather than a foreign intelligence service what is first needed is a strategic assessment of Canada's current collection methods.",https://www.zotero.org/groups/intelligence_bibliography/items/VZTRJBKV,1993-01-01,T. D'Arcy Finn,,Canadian Foreign Policy Journal,2024-01-18T10:05:54Z,['AZ3BZ9BR']
1030,Cryptographic Innocence: The Origins of Signals Intelligence in Canada in the Second World War,Journal article,https://doi.org/10.1177/002200948702200405,,https://www.zotero.org/groups/intelligence_bibliography/items/YXJDT4VM,1987-10-01,Wesley K. Wark,,Journal of Contemporary History,2024-01-18T10:05:14Z,"['T92JK7A5', 'SCCGXHMZ', 'AZ3BZ9BR']"
1031,Assessing Canadian Intelligence Literature: 1980 - 2000,Journal article,https://doi.org/10.1080/08850600150501326,"For a relatively small country that does not have a very large intelligence establishment, Canada has produced quite a sizeable literature on such matters. Produced mainly in the past twenty years, it essentially dates from the period when revelations began that the Security Services of the Royal Canadian Mounted Police (RCMP) had been involved in illegal activities. The resulting scandal produced a Royal Commission of Inquiry, the McDonald Commission, and the establishment of review institutions. While Igor Gouzenko's disclosures of Soviet involvement had drawn some public and academic attention to espionage matters in Canada in the late 1940s, the Security Service controversies of the late sixties and seventies marked the real beginning of a spate of publications in the field.",https://www.zotero.org/groups/intelligence_bibliography/items/IX5EIDH2,2001-01-01,Geoffrey R. Weller,,Intl Journal of Intelligence and Counterintelligence,2024-01-18T09:58:36Z,['AZ3BZ9BR']
1032,"Informing the enemy: Australian prisoners and German intelligence on the Western Front, 1916–1918",Book chapter,https://www.taylorfrancis.com/chapters/edit/10.4324/9781315672939-27/informing-enemy-australian-prisoners-german-intelligence-western-front-1916%E2%80%931918-aaron-pegram,,https://www.zotero.org/groups/intelligence_bibliography/items/G8IDIY7N,2016,Aaron Pegram,Routledge,,2024-01-09T23:52:20Z,['BNPYHVD4']
1033,Black American Radicalism and the First World War: The Secret Files of the Military Intelligence Division,Journal article,https://doi.org/10.1177/0095327X9902600103,"In 1986, the National Archives released previously classified material regarding U.S. Army surveillance of African-Americans from 1917 to 1941. The documents relate primarily to the First World War and the immediate post-war years. U.S. Army surveillance of American citizens is not an especially startling revelation; however, what is remarkable is the fact that a principal officer charged with ""spying"" on blacks during the Great War was himself black and many prominent black public figures cooperated in the effort. This article examines this largely unknown aspect of American history in terms of our understanding of the black experience, the legacy of racism in the larger society, and the intersection of both in the U.S. military.",https://www.zotero.org/groups/intelligence_bibliography/items/AAM9UY8H,1999-10-01,Wray R. Johnson,,Armed Forces & Society,2024-01-14T17:08:03Z,['BNPYHVD4']
1034,Venice’s Knowledge of the Qizilbash – The Importance of the Role of the Venetian Baili in Intelligence-Gathering on the Safavids,Journal article,https://akjournals.com/view/journals/062/75/1/article-p79.xml,"While the subject of the Venetian espionage in the Ottoman empire has received scholarly attention, no attempt has been made to study the baili’s intelligence-gathering activities on Safavid issues in a systematic way. Through the close scrutiny of baili dispatches and other relevant materials of the Venetian State archives, this paper examines the role of the Venetian diplomats in Istanbul in information-gathering on the Safavids. It demonstrates that the baili used various techniques, particularly gifting, bribery, and information exchange with the Ottoman officials in order to collect and transmit to Venice a wide range of information on Ottomans’ arch-rivals, the Safavids.",https://www.zotero.org/groups/intelligence_bibliography/items/H8DGEI7W,2022/04/04,Ahmad Guliyev,,Acta Orientalia Academiae Scientiarum Hungaricae,2023-01-23T22:24:15Z,"['DS3WDJUS', 'AZ3BZ9BR']"
1035,A Portrait of the Intelligence Officers of the Polish People's Republic in the United States,Journal article,https://www.jstor.org/stable/10.5406/poliamerstud.75.2.0055,,https://www.zotero.org/groups/intelligence_bibliography/items/78ABI229,2018-09-01,Joanna Wojdon,,Polish American Studies,2024-01-08T10:28:49Z,['CZT6L9T7']
1036,Intelligence Cooperation Meets International Studies Theory: Explaining Canadian Operations in Castro's Cuba,Journal article,https://doi.org/10.1080/02684520902756960,"At the behest of Washington, Canadian diplomats secretly gathered intelligence in Cuba during the 1960s, sometimes in collaboration with British counterparts. They did so despite the lack of a Canadian foreign intelligence tradition and despite the fact that Canada maintained diplomatic and trade relations with the Castro government, often in the face of American criticism. The intelligence studies literature does not much explore such examples of intelligence cooperation let alone provide much basis for theorizing. The present article attempts to explain this case using both realist theory and liberal-constructivist theory. Canada's cooperation can be explained in part by Cold War-related security concerns and in part by a desire to meet the norm of quid pro quo that permeates international intelligence liaison.",https://www.zotero.org/groups/intelligence_bibliography/items/IG8QQYS7,2009-02-01,Don Munton,,Intelligence and National Security,2024-01-18T09:51:28Z,"['CZT6L9T7', 'AZ3BZ9BR']"
1037,The Evolution of Military Intelligence in Canada,Journal article,https://doi.org/10.1177/0095327X8901600106,"The historical evolution of a military intelligence system in Canada, like that of other Western powers, developed largely under the stimuli of the two world wars. Yet within this evolutionary framework, unique national characteristics emerged. One was the underlying Canadian concern with intelligence on a variety of threatened frontiers, especially after 1945 with the remote northern flank. Another unique feature of Canadian history was the response to the lessons of the Second World War. Rather than consolidating the wartime intelligence community to serve postwar needs, Canada restricted itself to subordinate partnership in an intelligence alliance with the United States and the United Kingdom, forfeited a strategic intelligence capability, and concentrated on domestic security problems. This article attempts to analyze these developments as a preliminary step toward the still unwritten history of the intelligence function in Canada.",https://www.zotero.org/groups/intelligence_bibliography/items/RGCUZJUQ,1989-10-01,Wesley K. Wark,,Armed Forces & Society,2024-01-18T09:50:36Z,['AZ3BZ9BR']
1038,Espionage: A Concise History,Book,https://direct.mit.edu/books/monograph/5545/EspionageA-Concise-History,"Espionage is one of the most secret of human activities. It is also, as the popularity of spy stories suggests, one of the most intriguing. This book pulls the veil back on the real world of espionage, revealing how spying actually works. In a refreshingly clear, concise manner, Kristie Macrakis guides readers through the shadowy world of espionage, from the language and practice of spycraft to its role in international politics, its bureaucratic underpinnings, and its transformation in light of modern technology. Espionage is a mirror of society and human foibles with the added cloak of secrecy and deception. Accordingly, Espionage traces spying all the way back to antiquity, while also moving beyond traditional accounts of military and diplomatic intelligence to shine a light on industrial espionage and the new techno-spy. As thorough—and thoroughly readable—as it is compact, the book is an ideal introduction to the history and anatomy of espionage.",https://www.zotero.org/groups/intelligence_bibliography/items/J7I9ET99,2023-02-28,Kristie Macrakis,The MIT Press,,2024-01-18T08:54:30Z,['ZMVDB8A2']
1039,On the Question of the Polish-Japanese Military Alliance against the USSR in 1922-1939,Journal article,https://ras.jes.su/pdv/s013128120028046-1-1-en,"The article is devoted to the problem of the existence of a secret Polish-Japanese military agreement, which was allegedly concluded in 1931 and directed against the Soviet Union, which has long been",https://www.zotero.org/groups/intelligence_bibliography/items/P45XES4Y,2023/12/27,Alexander Zorikhin,,Problemy Dalnego Vostoka,2024-01-18T08:53:20Z,['MP7FJ9UA']
1040,The challenges of Kosova in the field of counterintelligence,Journal article,https://knowledgecenter.ubt-uni.net/conference/IC/ps/6,"The latest attack in the Monastery of Banjska by a group of Serbian terrorists makes the security sphere in Kosova even more challenging. This happens at a time when the state is not in the most favorable geopolitical position in the region, primarily due to the lack of a political agreement with Serbia. Serbia, not only through hybrid warfare but also through terrorist actions, is attempting to create chaos within the territory of Kosova. This hostile effort by Serbia cannot happen without the assistance of potential collaborators in Kosova. In this context, my analysis aims to highlight the facts and circumstances surrounding the inadequate functioning of the counterintelligence sector in Kosova. Furthermore, my analysis aims to bring to light the segments of non-cooperation and non-functioning of the institutions that cover the security sphere in Kosova.",https://www.zotero.org/groups/intelligence_bibliography/items/BT3V326J,2023-10-28,"Fatos Rushiti, Llokman Mirtezani",,UBT International Conference,2024-01-18T08:46:29Z,"['RHJFPRAI', 'AZ3BZ9BR']"
1041,A look at Japan’s evolving intelligence efforts,Blog post,https://news.mit.edu/2019/special-duty-japan-intelligence-1008,"MIT political scientist Richard Samuels’ new book, Special Duty, examines the past and present of Japan’s intelligence services.",https://www.zotero.org/groups/intelligence_bibliography/items/UBPTXWGA,2019-10-08,Peter Dizikes,,,2024-01-17T11:36:51Z,['AZ3BZ9BR']
1042,Japanese Foreign Intelligence and Grand Strategy: From the Cold War to the Abe Era,Book,http://press.georgetown.edu/Book/Japanese-Foreign-Intelligence-and-Grand-Strategy-1,"Incisive insights into the distinctive nature of Japanese foreign intelligence and grand strategy, its underlying norms, and how they have changed over time

Japanese foreign intelligence is an outlier in many ways. Unlike many states, Japan does not possess a centralized foreign intelligence agency that dispatches agents abroad to engage in espionage. Japan is also notable for civilian control over key capabilities in human and signals intelligence. Japanese Foreign Intelligence and Grand Strategy probes the unique makeup of Japan's foreign intelligence institutions, practices, and capabilities across the economic, political, and military domains and shows how they have changed over time.

Brad Williams begins by exploring how Japan’s experiences of the Second World War and its new role as a major US ally influenced its adoption of bilateralism, developmentalism, technonationalism, and antimilitarism as key norms. As a result, Japanese intelligence-gathering resources centered primarily around improving its position in the global economy throughout the Cold War. Williams then brings his analysis up to the Abe Era, examining how shifts in the international, regional, and domestic policy environments in the twenty-first century have caused a gradual reassessment of national security strategy under former prime minister Shinzo Abe. As Japan reevaluates its old norms in light of regional security challenges, the book concludes by detailing how the country is beginning to rethink the size, shape, and purpose of its intelligence community.

Anyone interested in Japanese intelligence, security, or international relations will welcome this important contribution to our understanding of the country's intelligence capabilities and strategy.",https://www.zotero.org/groups/intelligence_bibliography/items/C69SRCN3,2021-03-01,Brad Williams,Georgetown University Press,,2024-01-17T11:35:32Z,"['D67KFVND', 'AZ3BZ9BR']"
1043,"News Navigator: What is Japan's equivalent of the CIA, and how does it work?",Newspaper article,https://mainichi.jp/english/articles/20220106/p2a/00m/0op/023000c,,https://www.zotero.org/groups/intelligence_bibliography/items/MMAJB3GC,2022-01-06,Takayuki Kanamori,,Mainichi Daily News,2024-01-17T11:34:25Z,['AZ3BZ9BR']
1044,The Untold Story of Japan's Secret Spy Agency,Blog post,https://theintercept.com/2018/05/19/japan-dfs-surveillance-agency/,"Japan has a hidden spy center in Tokyo and is operating an internet surveillance program that sweeps up data from satellites, sources reveal.",https://www.zotero.org/groups/intelligence_bibliography/items/AT6ERF7S,2018-05-19T12:00:10+00:00,Ryan Gallagher,,,2024-01-17T11:31:52Z,['AZ3BZ9BR']
1045,Australian National Security Intelligence Collection Since 9/11: Policy and Legislative Challenges,Book chapter,https://doi.org/10.1007/978-3-319-43243-4_3,"A key lesson from 9/11 was that intelligence agencies could no longer simply wait for information to arrive. The enhanced threat from Al Qaeda and their global franchises required an extensive and ‘real-time’ collection of intelligence. This new operating environment has refashioned Australian and other Five Eyes countries, therefore, to be more active ‘hunters’ of information. This chapter examines both policy and counter-terrorism legislative landmarks underpinning intelligence collection since 9/11, and the many challenges Australian agencies have faced managing policy and legislative reform. The Australian counter-terrorism response is then compared briefly to the Canadian policy and legislative context to identify common and unique challenges by policymakers.",https://www.zotero.org/groups/intelligence_bibliography/items/RPHHTEUC,2016,Patrick F. Walsh,Springer International Publishing,,2024-01-16T21:38:40Z,"['TLFN4NAL', 'AZ3BZ9BR']"
1046,Enigmatic Variations: The Development of National Intelligence Assessment in Australia,Journal article,https://doi.org/10.1080/714866668,"The history of national intelligence assessments (estimates) in Australia has been closely related to developments in the two major members of the Anglo-Saxon intelligence community, the UK and the US. British models were more important in the first quarter century after WW11. Subsequently, reflecting the greater importance of the US as a security partner (including through joint intelligence facilities on Australian soil), Australia has moved closer to American practice in refining the estimates machinery and in making it directly responsible to the head of government. Nevertheless Australian experience has had its own distinctive characteristics which make comparisons useful, especially in regard to receptivity and bureaucratic politics. For the last fifteen years, Australia has faced, and failed to resolve, the universal dilemma contributed to by information overload and short attention spans of current intelligence crowding out longer-term and more unorthodox forecasting.",https://www.zotero.org/groups/intelligence_bibliography/items/Y7G6FPI8,2001-06-01,Garry Woodward,,Intelligence and National Security,2024-01-16T21:37:54Z,"['CZJ36V8L', 'AZ3BZ9BR']"
1047,"The architecture of community: Intelligence community management in Australia, Canada and New Zealand",Journal article,https://doi.org/10.1177/0952076712458110,"While many have examined individual intelligence agencies and cooperation between agencies bilaterally, the study of the interdepartmental architecture that is meant to coordinate intelligence communities has been peripheral at best. This is especially true in the case of smaller states, such as Australia, Canada and New Zealand. However, this architecture is fundamentally important to our understanding of how the secret state operates; how it impacts, and is impacted by, the open state; and, when taken comparatively, is indicative of differing government cultures towards intelligence. Examination of the development of intelligence community management architecture in Australia, Canada and New Zealand reveals that actors in all three communities recognise networks of interdependency between them. However the extent to which they are able to exploit these interdependencies is dependent on larger dynamics in government, supporting the idea that intelligence communities can only be as cohesive as the governments they serve allow them to be.",https://www.zotero.org/groups/intelligence_bibliography/items/6LYNXQ93,2013-04-01,Andrew D Brunatti,,Public Policy and Administration,2024-01-16T21:37:09Z,"['CK5MNYPQ', 'AZ3BZ9BR']"
1048,Allied intelligence cooperation involving Australia during World War II,Journal article,https://doi.org/10.1080/10357717808444653,,https://www.zotero.org/groups/intelligence_bibliography/items/2ABG2HFL,1978-12-01,Desmond J. Ball,,Australian Outlook,2024-01-16T21:36:42Z,['SCCGXHMZ']
1049,Missiles and mistrust: US intelligence responses to British and Australian missile research,Journal article,https://doi.org/10.1080/02684528808431967,,https://www.zotero.org/groups/intelligence_bibliography/items/DHSKIS9K,1988-10-01,Frank Cain,,Intelligence and National Security,2024-01-16T21:36:09Z,['CZT6L9T7']
1050,The ‘Security of Security’: Making Up the Australian Intelligence Community 1975–2015,Book chapter,https://doi.org/10.1007/978-3-319-43243-4_8,"This chapter frames the development of Australian national security policies since the mid-1970s as part of a strategy of security governance. After outlining elements of Foucault’s governmentality thesis, the chapter navigates the governmental rationalities that have informed developments in the national security landscape. We observe a self-legitimating cycle of security expansion. This frequently validates enhanced coordination among disparate security agencies, which in turn requires enhanced mass population surveillance and the increased circulation of information about citizen activity with fewer legal constraints. We conclude by discussing how these rationalities of national security governance contribute to profound expansion of Australia’s national security structure that only marginally address key problems associated with the improving inter-agency coordination or limiting the erosion of citizen rights.",https://www.zotero.org/groups/intelligence_bibliography/items/NNJQI2S9,2016,"Darren Palmer, Ian Warren",Springer International Publishing,,2024-01-16T21:32:44Z,"['CK5MNYPQ', 'AZ3BZ9BR']"
