,Title,Publication type,Link to publication,Abstract,Zotero link,Date published,FirstName2,Publisher,Journal,Date added,Col key,DOI,Book_title,Thesis_type,University,Collection_Key,Collection_Name,Collection_Link,ID,Citation,OA status,Citation_list,First_citation_year,Last_citation_year,Publication_year,OA_link,Year_difference
3093,Covert Connections: The LinkedIn Recruitment Ruse Targeting Defense Insiders,Journal article,https://openurl.ebsco.com/contentitem/gcd:177257472?sid=ebsco:plink:crawler&id=ebsco:gcd:177257472,"Foreign adversaries, particularly China, are exploiting LinkedIn to conduct virtual espionage against current and former US Department of Defense (DOD) members. They create fake profiles and lucrative job solicitations to entice targets into divulging sensitive information or becoming recruited assets. This low-risk, low-cost tactic circumvents robust physical and cybersecurity defenses. Every DOD professional is a potential target, from senior leaders to junior personnel, as adversaries seek insights into future capabilities, vulnerabilities, research, operational concepts, and human intelligence networks. Successful recruitment can devastate national security by enabling technological replication, battlefield strategy countering, and compromising of critical personnel. Consequences for individuals include potential treason charges and ruined careers. To combat this threat, a focused US government counterespionage campaign is recommended, coupled with enhanced training, policies, and legal statutes explicitly addressing virtual espionage. Defensive measures must match the scale and sophistication of the virtual threat.",https://www.zotero.org/groups/intelarchive_intelligence_studies_database/items/JELJWJ2B,2024-05-01,"Lisenbee Ii, Caleb S",,Journal of Indo-Pacific Affairs,2024-05-26T22:10:27Z,"['LXMU5UXP', 'RHJFPRAI']",,,Unclassified,,LXMU5UXP,07.4 OSINT - SOCMINT,https://www.zotero.org/groups/intelarchive_intelligence_studies_database/collections/LXMU5UXP,,,,,,,,,
3094,Covert Connections: The LinkedIn Recruitment Ruse Targeting Defense Insiders,Journal article,https://openurl.ebsco.com/contentitem/gcd:177257472?sid=ebsco:plink:crawler&id=ebsco:gcd:177257472,"Foreign adversaries, particularly China, are exploiting LinkedIn to conduct virtual espionage against current and former US Department of Defense (DOD) members. They create fake profiles and lucrative job solicitations to entice targets into divulging sensitive information or becoming recruited assets. This low-risk, low-cost tactic circumvents robust physical and cybersecurity defenses. Every DOD professional is a potential target, from senior leaders to junior personnel, as adversaries seek insights into future capabilities, vulnerabilities, research, operational concepts, and human intelligence networks. Successful recruitment can devastate national security by enabling technological replication, battlefield strategy countering, and compromising of critical personnel. Consequences for individuals include potential treason charges and ruined careers. To combat this threat, a focused US government counterespionage campaign is recommended, coupled with enhanced training, policies, and legal statutes explicitly addressing virtual espionage. Defensive measures must match the scale and sophistication of the virtual threat.",https://www.zotero.org/groups/intelarchive_intelligence_studies_database/items/JELJWJ2B,2024-05-01,"Lisenbee Ii, Caleb S",,Journal of Indo-Pacific Affairs,2024-05-26T22:10:27Z,"['LXMU5UXP', 'RHJFPRAI']",,,Unclassified,,RHJFPRAI,08 Counterintelligence,https://www.zotero.org/groups/intelarchive_intelligence_studies_database/collections/RHJFPRAI,,,,,,,,,
3095,“The Real Ian Fleming” with Nicholas Shakespeare,Podcast,https://thecyberwire.com/podcasts/spycast/634/notes,Nicholas Shakespeare joins Andrew Hammond to discuss the life and legacy of Ian Fleming. Nicholas is an award-winning novelist and biographer.,https://www.zotero.org/groups/intelarchive_intelligence_studies_database/items/AU5TMWSX,2024-05-21,Nicholas Shakespeare,,,2024-05-26T22:08:59Z,['9YH9YSYQ'],,,Unclassified,,9YH9YSYQ,98.5 Intelligence in literature and popular culture,https://www.zotero.org/groups/intelarchive_intelligence_studies_database/collections/9YH9YSYQ,,,,,,,,,
3096,"American-German Diplomacy, Intelligence, and Switzerland: James McNally and Secret Peace Talks in the First World War",Journal article,https://escholarship.org/uc/item/7bk3z12j,"James C. McNally, the American Vice Consul in Zürich, Switzerland during the First World War occupied an important position in American-German diplomacy during the conflict. His influence came from his relationship to his son-in-law, the German naval officer, Friedrich Mensing. The American government placed McNally in Switzerland in order to leverage this relationship and report valuable intelligence back to Washington. He also came to be seen as important by the German government in Berlin, owing to his ability and willingness to forward peace negotiations directly to top American officials. McNally worked in an attempt to lay the groundwork for a peace deal, going against his official instructions from the State Department and leading to him being viewed with suspicion by his colleagues and superiors. James McNally engaged in these unauthorized, secret peace talks as an active way of furthering his own importance and in an attempt to advance his career.",https://www.zotero.org/groups/intelarchive_intelligence_studies_database/items/NWKJN9BS,2024-04-01,Chase Estes,,The UC Santa Barbara Undergraduate Journal of History,2024-05-24T08:14:59Z,['BNPYHVD4'],,,Unclassified,,BNPYHVD4,01.4 WW1 (First Wold War),https://www.zotero.org/groups/intelarchive_intelligence_studies_database/collections/BNPYHVD4,,,,,,,,,
3097,India’s Space-based ISR Capabilities and Regional Deterrence,Journal article,https://bjssh.buitms.edu.pk/index.php/content/article/view/44,"India is expeditiously enhancing its space-based Intelligence, Surveillance and Reconnaissance (ISR) capabilities. The presence of Indian military assets in space is a subject of debate in relation to the Chinese space program, eliciting concerns from Pakistan regarding the trajectory of its nuclear deterrence. Pakistan's acquisition of nuclear weapons was motivated by the aim to dissuade its significantly larger and more powerful adversary, India, from infringing upon its territorial sovereignty. The nuclear deterrence strategy of Pakistan is founded on the principles of the Perfect Deterrence Theory, a departure from the Classical Deterrence Theory which was prevalent in analyzing the deterrence dynamics between the United States and the Soviet Union during the Cold War era. The research delves into the repercussions of India's space-based ISR capabilities on the nuclear deterrence and strategic stance of Pakistan. The expansion of India's military space program, coupled with its substantial focus and resources allocated to supersonic cruise missiles and ballistic missile defense systems, signals India's efforts to bolster its First Strike capability vis-a-vis Pakistan's key strategic assets and installations. The advancements will have a significant influence on deterrence stability in South Asia by raising the probability of a nuclear escalation in upcoming times. The advancements are poised to have a significant influence on the maintenance of deterrence stability in the South Asian region, given their potential to raise the probability of a nuclear escalation in subsequent times.",https://www.zotero.org/groups/intelarchive_intelligence_studies_database/items/ZJECVM7J,2024-05-01,Muhammad Zeeshan,,BUITEMS JOURNAL OF SOCIAL SCIENCES AND HUMANITIES,2024-05-23T06:26:39Z,['AZ3BZ9BR'],,,Unclassified,,AZ3BZ9BR,14 Global intelligence,https://www.zotero.org/groups/intelarchive_intelligence_studies_database/collections/AZ3BZ9BR,,,,,,,,,
3098,Between Three Nerds: The strategic culture of Russian intelligence,Podcast,https://risky.biz/BTN79/,"In this edition of Between Three Nerds Tom Uren and The Grugq talk to Elena Grossfeld about the strategic culture of Russian intelligence organisations.

In the discussion we refer to Elena’s paper on Russia’s declining satellite reconnaissance capability and she talks about ‘lustration’, the removal of public officials who are associated with a tainted political regime.

Elena is researching Russian and Soviet intelligence culture at Kings College London and is on X @kloosha.",https://www.zotero.org/groups/intelarchive_intelligence_studies_database/items/VPHQTDA9,2024-05-21,Elena Grossfeld,,,2024-05-22T15:17:44Z,['AZ3BZ9BR'],,,Unclassified,,AZ3BZ9BR,14 Global intelligence,https://www.zotero.org/groups/intelarchive_intelligence_studies_database/collections/AZ3BZ9BR,,,,,,,,,
3099,Privacy in an Age of Cybersurveillance,Journal article,https://doi.org/10.53116/pgaflr.7116,"This article provides an update en events since Edward Snowden, an employee of a National Security Agency (NSA) contractor, stole and released thousands of classified documents in 2013, revealing that the U.S. government was engaged in a massive secret cybersurveilance operation that was amassing information about people all over the world, including U.S. citizens. In the U.S., Snowden’s revelations sparked a spirited debate regarding privacy rights, and in particular whether the U.S. cybersurveillance operation was appropriate in a democratic system. This article describes the scope of the cybersuveillance program, and examines how the courts and Congress responded to the Snowden revelations, and (in particular) how U.S. society evolved in the following years.",https://www.zotero.org/groups/intelarchive_intelligence_studies_database/items/77M4NJ8R,2024-05-17,Russell L. Weaver,Ludovika University Press,PUBLIC GOVERNANCE ADMINISTRATION AND FINANCES LAW REVIEW,2024-05-20T07:29:35Z,['28B8SB3Y'],,,Unclassified,,28B8SB3Y,98.7 Surveillance,https://www.zotero.org/groups/intelarchive_intelligence_studies_database/collections/28B8SB3Y,,,,,,,,,
3100,"Secret History: State Surveillance in New Zealand, 1900–1956",Book,https://aucklanduniversitypress.co.nz/secret-history-state-surveillance-in-new-zealand-1900-1956/,"In 1900, a handful of New Zealand police detectives watched out for spies, seditionists and others who might pose a threat to state and society. The Police Force remained the primary instrument of such human intelligence in New Zealand until 1956 when, a decade into the Cold War, a dedicated Security Service was created. Over the same period, New Zealand’s role within signals intelligence networks evolved from the Imperial Wireless Chain to the UKUSA intelligence alliance (now known as Five Eyes).

The first of two volumes chronicling the history of state surveillance in New Zealand, Secret History opens up the ‘secret world’ of security intelligence through to 1956. It is the story of the surveillers who – in times of war and peace, turmoil and tranquillity – monitored and analysed perceived threats to national interests. It is also the story of the surveilled: those whose association with organisations and movements led to their public and private lives being documented in secret files.

Secret History explores a hidden and intriguing dimension of New Zealand history, one which sits uneasily with cherished national notions of an exceptionally fair and open society.",https://www.zotero.org/groups/intelarchive_intelligence_studies_database/items/IMIG6SF6,2023-07-13,"Richard S. Hill, Steven Loveridge",Auckland University Press,,2024-05-18T07:51:43Z,"['9DTPTK46', 'AZ3BZ9BR', 'BNPYHVD4', 'CZT6L9T7', 'MP7FJ9UA', 'SCCGXHMZ']",,,Unclassified,,9DTPTK46,01.3 1800-1914,https://www.zotero.org/groups/intelarchive_intelligence_studies_database/collections/9DTPTK46,,,,,,,,,
3101,"Secret History: State Surveillance in New Zealand, 1900–1956",Book,https://aucklanduniversitypress.co.nz/secret-history-state-surveillance-in-new-zealand-1900-1956/,"In 1900, a handful of New Zealand police detectives watched out for spies, seditionists and others who might pose a threat to state and society. The Police Force remained the primary instrument of such human intelligence in New Zealand until 1956 when, a decade into the Cold War, a dedicated Security Service was created. Over the same period, New Zealand’s role within signals intelligence networks evolved from the Imperial Wireless Chain to the UKUSA intelligence alliance (now known as Five Eyes).

The first of two volumes chronicling the history of state surveillance in New Zealand, Secret History opens up the ‘secret world’ of security intelligence through to 1956. It is the story of the surveillers who – in times of war and peace, turmoil and tranquillity – monitored and analysed perceived threats to national interests. It is also the story of the surveilled: those whose association with organisations and movements led to their public and private lives being documented in secret files.

Secret History explores a hidden and intriguing dimension of New Zealand history, one which sits uneasily with cherished national notions of an exceptionally fair and open society.",https://www.zotero.org/groups/intelarchive_intelligence_studies_database/items/IMIG6SF6,2023-07-13,"Richard S. Hill, Steven Loveridge",Auckland University Press,,2024-05-18T07:51:43Z,"['9DTPTK46', 'AZ3BZ9BR', 'BNPYHVD4', 'CZT6L9T7', 'MP7FJ9UA', 'SCCGXHMZ']",,,Unclassified,,AZ3BZ9BR,14 Global intelligence,https://www.zotero.org/groups/intelarchive_intelligence_studies_database/collections/AZ3BZ9BR,,,,,,,,,
3102,"Secret History: State Surveillance in New Zealand, 1900–1956",Book,https://aucklanduniversitypress.co.nz/secret-history-state-surveillance-in-new-zealand-1900-1956/,"In 1900, a handful of New Zealand police detectives watched out for spies, seditionists and others who might pose a threat to state and society. The Police Force remained the primary instrument of such human intelligence in New Zealand until 1956 when, a decade into the Cold War, a dedicated Security Service was created. Over the same period, New Zealand’s role within signals intelligence networks evolved from the Imperial Wireless Chain to the UKUSA intelligence alliance (now known as Five Eyes).

The first of two volumes chronicling the history of state surveillance in New Zealand, Secret History opens up the ‘secret world’ of security intelligence through to 1956. It is the story of the surveillers who – in times of war and peace, turmoil and tranquillity – monitored and analysed perceived threats to national interests. It is also the story of the surveilled: those whose association with organisations and movements led to their public and private lives being documented in secret files.

Secret History explores a hidden and intriguing dimension of New Zealand history, one which sits uneasily with cherished national notions of an exceptionally fair and open society.",https://www.zotero.org/groups/intelarchive_intelligence_studies_database/items/IMIG6SF6,2023-07-13,"Richard S. Hill, Steven Loveridge",Auckland University Press,,2024-05-18T07:51:43Z,"['9DTPTK46', 'AZ3BZ9BR', 'BNPYHVD4', 'CZT6L9T7', 'MP7FJ9UA', 'SCCGXHMZ']",,,Unclassified,,BNPYHVD4,01.4 WW1 (First Wold War),https://www.zotero.org/groups/intelarchive_intelligence_studies_database/collections/BNPYHVD4,,,,,,,,,
3103,"Secret History: State Surveillance in New Zealand, 1900–1956",Book,https://aucklanduniversitypress.co.nz/secret-history-state-surveillance-in-new-zealand-1900-1956/,"In 1900, a handful of New Zealand police detectives watched out for spies, seditionists and others who might pose a threat to state and society. The Police Force remained the primary instrument of such human intelligence in New Zealand until 1956 when, a decade into the Cold War, a dedicated Security Service was created. Over the same period, New Zealand’s role within signals intelligence networks evolved from the Imperial Wireless Chain to the UKUSA intelligence alliance (now known as Five Eyes).

The first of two volumes chronicling the history of state surveillance in New Zealand, Secret History opens up the ‘secret world’ of security intelligence through to 1956. It is the story of the surveillers who – in times of war and peace, turmoil and tranquillity – monitored and analysed perceived threats to national interests. It is also the story of the surveilled: those whose association with organisations and movements led to their public and private lives being documented in secret files.

Secret History explores a hidden and intriguing dimension of New Zealand history, one which sits uneasily with cherished national notions of an exceptionally fair and open society.",https://www.zotero.org/groups/intelarchive_intelligence_studies_database/items/IMIG6SF6,2023-07-13,"Richard S. Hill, Steven Loveridge",Auckland University Press,,2024-05-18T07:51:43Z,"['9DTPTK46', 'AZ3BZ9BR', 'BNPYHVD4', 'CZT6L9T7', 'MP7FJ9UA', 'SCCGXHMZ']",,,Unclassified,,CZT6L9T7,01.7 Cold War,https://www.zotero.org/groups/intelarchive_intelligence_studies_database/collections/CZT6L9T7,,,,,,,,,
3104,"Secret History: State Surveillance in New Zealand, 1900–1956",Book,https://aucklanduniversitypress.co.nz/secret-history-state-surveillance-in-new-zealand-1900-1956/,"In 1900, a handful of New Zealand police detectives watched out for spies, seditionists and others who might pose a threat to state and society. The Police Force remained the primary instrument of such human intelligence in New Zealand until 1956 when, a decade into the Cold War, a dedicated Security Service was created. Over the same period, New Zealand’s role within signals intelligence networks evolved from the Imperial Wireless Chain to the UKUSA intelligence alliance (now known as Five Eyes).

The first of two volumes chronicling the history of state surveillance in New Zealand, Secret History opens up the ‘secret world’ of security intelligence through to 1956. It is the story of the surveillers who – in times of war and peace, turmoil and tranquillity – monitored and analysed perceived threats to national interests. It is also the story of the surveilled: those whose association with organisations and movements led to their public and private lives being documented in secret files.

Secret History explores a hidden and intriguing dimension of New Zealand history, one which sits uneasily with cherished national notions of an exceptionally fair and open society.",https://www.zotero.org/groups/intelarchive_intelligence_studies_database/items/IMIG6SF6,2023-07-13,"Richard S. Hill, Steven Loveridge",Auckland University Press,,2024-05-18T07:51:43Z,"['9DTPTK46', 'AZ3BZ9BR', 'BNPYHVD4', 'CZT6L9T7', 'MP7FJ9UA', 'SCCGXHMZ']",,,Unclassified,,MP7FJ9UA,01.5 Inter-war period,https://www.zotero.org/groups/intelarchive_intelligence_studies_database/collections/MP7FJ9UA,,,,,,,,,
3105,"Secret History: State Surveillance in New Zealand, 1900–1956",Book,https://aucklanduniversitypress.co.nz/secret-history-state-surveillance-in-new-zealand-1900-1956/,"In 1900, a handful of New Zealand police detectives watched out for spies, seditionists and others who might pose a threat to state and society. The Police Force remained the primary instrument of such human intelligence in New Zealand until 1956 when, a decade into the Cold War, a dedicated Security Service was created. Over the same period, New Zealand’s role within signals intelligence networks evolved from the Imperial Wireless Chain to the UKUSA intelligence alliance (now known as Five Eyes).

The first of two volumes chronicling the history of state surveillance in New Zealand, Secret History opens up the ‘secret world’ of security intelligence through to 1956. It is the story of the surveillers who – in times of war and peace, turmoil and tranquillity – monitored and analysed perceived threats to national interests. It is also the story of the surveilled: those whose association with organisations and movements led to their public and private lives being documented in secret files.

Secret History explores a hidden and intriguing dimension of New Zealand history, one which sits uneasily with cherished national notions of an exceptionally fair and open society.",https://www.zotero.org/groups/intelarchive_intelligence_studies_database/items/IMIG6SF6,2023-07-13,"Richard S. Hill, Steven Loveridge",Auckland University Press,,2024-05-18T07:51:43Z,"['9DTPTK46', 'AZ3BZ9BR', 'BNPYHVD4', 'CZT6L9T7', 'MP7FJ9UA', 'SCCGXHMZ']",,,Unclassified,,SCCGXHMZ,01.6 WW2 (Second World War),https://www.zotero.org/groups/intelarchive_intelligence_studies_database/collections/SCCGXHMZ,,,,,,,,,
3106,Submarines and naval layered defence in the first world war,Thesis,http://bura.brunel.ac.uk/handle/2438/29011,"This dissertation provides an entirely new understanding of British submarine policy and Royal Navy submarine operations during the First World War. British submarines operating in the North Sea were an enabling technology that freed the different surface warship types to be used to achieve their full potential. The Admiralty was thus able to implement flexible layered defence systems that were developed and modified to meet the changing strategic demands. The immediate prewar commissioning of overseas type submarines capable of conducting an observational blockade off the German North Sea littoral relieved the dangerous need for surface warships to operate such a blockade. These submarines provided a solution to the “North Sea Problem” that had been causing such great concern to the Admiralty. This rather than secret and unwritten plans to defend Britain by so-called ‘flotilla defence’ drove British submarine policy. During the war, the Admiralty was very quick to identify new operational requirements and new submarines were designed and built to provide specialist capabilities. The infrastructure to support submarine operations was also established with fixed bases and mobile depot ships. Submarines were integrated with surface warships in mutually supporting layers. In addition to the observational roles, the fleet submarines were to accompany the Grand Fleet, and in a fleet action to manoeuvre to attack the High Seas Fleet on its disengaged side. Minelaying submarines penetrated deep into the Heligoland Bight to positions inaccessible to surface minelayers. In anti-U Boat warfare, submarines were positioned in layered patrol areas integrated with surface warships. Weapon systems and equipment were also developed rapidly that expanded submarine capabilities. Postwar layered defence systems continued to be enhanced with new naval technologies and new strategic requirements, and they are still relevant today.",https://www.zotero.org/groups/intelarchive_intelligence_studies_database/items/ETYFSR8Z,2024,Robert Metcalfe,,,2024-05-18T07:54:28Z,['BNPYHVD4'],,,PhD Thesis,Brunel University London,BNPYHVD4,01.4 WW1 (First Wold War),https://www.zotero.org/groups/intelarchive_intelligence_studies_database/collections/BNPYHVD4,,,,,,,,,
3107,The security efforts of the spy agency and the espionage system in stability and continuation of Masoud Ghaznavi's government based on the history of Beyhaqi,Journal article,https://jhgr.ut.ac.ir/article_97038_en.html,"In political geography, establishing ""security"" is one of the main elements in maintaining sovereignty and exercising government power. This political concept is a determinant of the power of a government and a sign of the stability and strength of its rule. In fact, one of the tools of the governments' cross-border power is the security function of the spy system; Because the power, security and interests of a government are not provided only within its borders, but include a territory without borders.The news system or spy system is not a new thing and a product of modern governments, but it has a long history of human history. The espionage system was very widespread in Iranian governments before and after Islam. The position of spy and informant in Iran's governments can be well understood in the histories left from the past. Investigating the espionage system and its role in the governance and security of the Ghaznavid government as one of the governments formed in Iran with a vast and heterogeneous territory in which there has been a lot of internal and external espionage activity, is the main topic of this article. The key question of the present article is what is the importance and security function of the espionage system and what is its place in the continuity of Sultan Masoud Ghaznavi's government? Also, how did the ups and downs of the Ghaznavid government and its security depend on intelligence? The purpose of this article is how to use spies and their decisive influence on the security and political decisions of Sultan Masoud Ghaznavid inside and outside the geographical territory of the government, which covers from Khwarezm to Ray.The current research is based on the complex espionage system in the Ghaznavid government and the rulers' need for spies' information and news.This research is a type of historical research that has been written using a descriptive-analytical method and a qualitative method with reference to historical sources and especially the history of Beyhaqi.In all governments, considering the types of threats they face, it is always necessary to obtain internal and external news for the stability and continuity of the government and the country and to maintain internal and external security, especially during internal or external wars. All these points, in addition to mistrust and skepticism towards government agents, not being sure of the rebellion of subordinates are also important factors of the need to know about secret news and assigning spies. This breaks the borders and is beyond the boundaries of territories and governments.Since Beyhaghi himself was one of the political agents of the Ghaznavid court and worked in the critical point of this government, namely Diwan Rasail. He has complete access to secret correspondences and letters of spies and the answers of the Sultan and courtiers to them. By bringing these writings in his history, he introduces us to the espionage apparatus and their role and importance in expanding security and stabilizing the Ghaznavid government, especially during the time of Sultan Masoud Ghaznavid. In the past, more security means the security of the Sultan's person and the security of his sovereignty. In Ghaznavid rule, due to the lack of trust and sense of insecurity that had taken root in all parts of the court and government, it was inevitable to expand the espionage system in order to increase the security of the sultan and the durability of his rule. Perhaps the main reason for the rise and fall of the Ghaznavids cannot be considered to rely on its espionage system, but this complex and large system was not ineffective in stabilizing the security and government, especially the government of Sultan Masoud Ghaznavid, and even in his defeat of the Seljuqs and the fall of the Ghaznavid government.The current research is based on the complex espionage system in the Ghaznavid government and the rulers' need for spies' information and news. The results of the current research lead us to the influence of espionage in the course of the Ghaznavid government, So that the continuation of political life and increasing the security and power of Sultan Masoud's government depends a lot on Menhian and his spies. The most important reasons for Sultan Masoud's use of spies are: Masoud's skepticism towards his father and his lack of safety for his life. The division in the Ghaznavid government system between the Mahmudites and the Masoudites, which itself was the cause of mistrust and assigning spies to each other. In general, the role and security function of spies and menhians is very important for the formation of Sultan Massoud's government and its stabilization. Perhaps the main reason for the rise and fall of the Ghaznavid government cannot be considered to rely on its spy system, but this complex and large system was not without influence in the stability of the government, especially the government of Masoud Ghaznavid, and even in his defeat of the Seljuqs and the fall of the Ghaznavid government.The results lead us to the influence of espionage in the foundations of the Ghaznavid government, so that the continuation of political life and the increase in the security and power of Sultan Masoud Ghaznavi's government depend a lot on Monhian and his spies. Since Beyhaqi is aware of all the letters due to his proximity to power and his presence in the Court of Letters and recorded most of them in his history, it can be well understood that in many important government issues and country decisions, traces of secret agents and spies' letters are used to maintain security of internal and external borders of Sultan Masoud Ghaznavi's government territory.Key words: Ghaznavid government, Beyhaqi history, espionage, security, Sultan Masoud.",https://www.zotero.org/groups/intelarchive_intelligence_studies_database/items/8N7HSJY6,2024-05-15,"Marjan Badiee Azandahi, Rasoul Afzali, Jahangir Moini Alamdari, Atefe Golfeshan",University of Tehran,Human Geography Research,2024-05-18T07:49:19Z,['DS3WDJUS'],10.22059/jhgr.2024.368537.1008651,,Unclassified,,DS3WDJUS,01.1 Pre-Napoleonic Wars,https://www.zotero.org/groups/intelarchive_intelligence_studies_database/collections/DS3WDJUS,,,,,,,,,
3108,How the West has struggled to keep up with China’s spy threat,Newspaper article,https://www.bbc.com/news/articles/cmm33rm32veo,"For years, Western spy agencies have talked of a need to focus on China, but senior officials say the threat has not been taken seriously enough.",https://www.zotero.org/groups/intelarchive_intelligence_studies_database/items/EFPSC6P8,2024-05-15,Gordon Corera,,BBC News,2024-05-17T21:31:37Z,['VHKQZA5S'],,,Unclassified,,VHKQZA5S,98.8 Current affairs,https://www.zotero.org/groups/intelarchive_intelligence_studies_database/collections/VHKQZA5S,,,,,,,,,
3109,Close yet far? Further understanding Intelligence Liaison over 20 years after 9/11,Preprint,https://papers.ssrn.com/abstract=4732647,"To further understand ""intelligence liaison"" after over 20 years since 9/11, intelligence liaison ""systems"" and ""enterprises"", indeed ""ecosystems"", are worthy of more central positioning in analyses. Simultaneously benefiting practice through enhanced uptake to embedding, that greater foregrounding is necessitated as today - facilitated via federation-/system-of-systems-based factors and indicators - ""Intelligence Engineering"" prevails increasingly dominantly in and across all intelligence to defence and security contexts with much shaping impact. Both the future study and practice of intelligence liaison, including intelligence work occurring more generally, can considerably benefit through the timely adoption and advancement of these more sophisticated approaches.",https://www.zotero.org/groups/intelarchive_intelligence_studies_database/items/RZ7IC23B,2024-02-20,Adam Svendsen,,,2024-05-17T14:43:37Z,"['7R9UG9WU', 'TLFN4NAL']",10.2139/ssrn.4732647,,Unclassified,,7R9UG9WU,02.99 Miscellaneous,https://www.zotero.org/groups/intelarchive_intelligence_studies_database/collections/7R9UG9WU,https://openalex.org/W4392935601,1.0,True,https://openalex.org/works?filter=cites:W4392935601,2024.0,2024.0,2024.0,http://dx.doi.org/10.2139/ssrn.4732647,0.0
3110,Close yet far? Further understanding Intelligence Liaison over 20 years after 9/11,Preprint,https://papers.ssrn.com/abstract=4732647,"To further understand ""intelligence liaison"" after over 20 years since 9/11, intelligence liaison ""systems"" and ""enterprises"", indeed ""ecosystems"", are worthy of more central positioning in analyses. Simultaneously benefiting practice through enhanced uptake to embedding, that greater foregrounding is necessitated as today - facilitated via federation-/system-of-systems-based factors and indicators - ""Intelligence Engineering"" prevails increasingly dominantly in and across all intelligence to defence and security contexts with much shaping impact. Both the future study and practice of intelligence liaison, including intelligence work occurring more generally, can considerably benefit through the timely adoption and advancement of these more sophisticated approaches.",https://www.zotero.org/groups/intelarchive_intelligence_studies_database/items/RZ7IC23B,2024-02-20,Adam Svendsen,,,2024-05-17T14:43:37Z,"['7R9UG9WU', 'TLFN4NAL']",10.2139/ssrn.4732647,,Unclassified,,TLFN4NAL,"01.9 Terrorism, insurgency, crime",https://www.zotero.org/groups/intelarchive_intelligence_studies_database/collections/TLFN4NAL,https://openalex.org/W4392935601,1.0,True,https://openalex.org/works?filter=cites:W4392935601,2024.0,2024.0,2024.0,http://dx.doi.org/10.2139/ssrn.4732647,0.0
3111,U.S. Intelligence Is Facing a Crisis of Legitimacy,Magazine article,https://foreignpolicy.com/2024/05/16/united-states-intelligence-public-opinion-cia-section-702/,Bad-faith attacks are putting U.S. security in danger.,https://www.zotero.org/groups/intelarchive_intelligence_studies_database/items/YJAVUCZA,2024-05-16,"David V. Gioe, Michael S. Goodman, Michael V. Hayden",,Foreign Policy,2024-05-16T18:13:56Z,['7R9UG9WU'],,,Unclassified,,7R9UG9WU,02.99 Miscellaneous,https://www.zotero.org/groups/intelarchive_intelligence_studies_database/collections/7R9UG9WU,,,,,,,,,
3112,“Codebreaking and Codemaking Down Under” – with John Blaxland and Clare Birgin,Podcast,https://thecyberwire.com/podcasts/spycast/633/notes,John Blaxland and Clare Birgin join Andrew Hammond to discuss Australian codebreaking. John and Clare are coauthors of the new book Revealing Secrets.,https://www.zotero.org/groups/intelarchive_intelligence_studies_database/items/3CLKDCXZ,2024-05-14,"John Blaxland, Claire Birgin",,,2024-05-14T20:20:54Z,['T92JK7A5'],,,Unclassified,,T92JK7A5,07.2 SIGINT,https://www.zotero.org/groups/intelarchive_intelligence_studies_database/collections/T92JK7A5,,,,,,,,,
3113,The Cambridge Five Spy Ring: The Notorious Bane of the British Government,Conference paper,https://pdxscholar.library.pdx.edu/younghistorians/2024/papers/11,,https://www.zotero.org/groups/intelarchive_intelligence_studies_database/items/C6IA8WS2,2024-05-03,Jenna McComas,,,2024-05-13T09:45:48Z,['CZT6L9T7'],,,Unclassified,,CZT6L9T7,01.7 Cold War,https://www.zotero.org/groups/intelarchive_intelligence_studies_database/collections/CZT6L9T7,,,,,,,,,
3114,"Raising Malcolm’s Ghost: Black Radicalism, Third World Internationalism, and Counterintelligence in Lauren Wilkinson’s American Spy",Journal article,https://dx.doi.org/10.5325/complitstudies.61.2.0365,"ABSTRACT. This article considers the “warring ideals” (Du Bois, Souls of Black Folks) of Black American solidarity with Third World Internationalism and complicity in U.S. imperialism through a reading of Lauren Wilkinson’s American Spy (2019). The novel, a spy thriller, centers on the life and experience of Marie Mitchell, a Black woman FBI agent recruited by the CIA to further an assassination plot against Thomas Sankara, the charismatic socialist leader of Burkina Faso. The story puts individual career advancement in the service of American imperialism in direct tension with the larger collectivist goals of Black and Third World liberation. Thus, the novel invites an exploration of the geopolitical implications of Du Bois’s famous formulation about Black American double consciousness, a formulation most often considered solely as a matter of individual psychology.",https://www.zotero.org/groups/intelarchive_intelligence_studies_database/items/ML9EX3VV,2024-05-13,Cedric R. Tolliver,Duke University Press,Comparative Literature Studies,2024-05-13T09:44:38Z,['RHJFPRAI'],10.5325/complitstudies.61.2.0365,,Unclassified,,RHJFPRAI,08 Counterintelligence,https://www.zotero.org/groups/intelarchive_intelligence_studies_database/collections/RHJFPRAI,https://openalex.org/W4396789943,0.0,False,,,,2024.0,,
